,timestamps,id_pintu_air,tinggi_air,status,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco
0,2023-12-06 03:00:00,179.0,19.39,Normal,25.17,24.22,94.48,0.0,0.0,212.47,4.69,8.28,1009.17,97.0
1,2023-12-06 03:30:00,179.0,20.0,Normal,25.1,24.15,94.48,0.0,0.0,212.47,4.69,8.28,1009.22,97.0
2,2023-12-06 04:00:00,179.0,114.3,Normal,25.02,24.07,94.48,0.0,0.0,202.62,4.68,8.28,1009.27,95.0
3,2023-12-06 04:30:00,179.0,63.3,Normal,24.92,24.0,94.61,0.0,0.0,202.62,4.68,8.28,1009.42,95.0
4,2023-12-06 05:00:00,179.0,27.67,Normal,24.82,23.92,94.75,0.0,0.0,194.04,4.45,8.28,1009.57,100.0
5,2023-12-06 05:30:00,179.0,26.83,Normal,24.95,23.92,94.05,0.0,0.0,194.04,4.45,8.28,1009.92,100.0
6,2023-12-06 06:00:00,179.0,23.17,Normal,25.07,23.92,93.35,0.0,0.0,199.44,6.49,9.72,1010.27,97.0
7,2023-12-06 06:30:00,179.0,20.84,Normal,26.02,24.15,89.53,0.0,0.0,199.44,6.49,9.72,1010.72,97.0
8,2023-12-06 07:00:00,179.0,18.5,Normal,26.97,24.37,85.71,0.0,0.0,219.81,5.62,13.32,1011.17,71.0
9,2023-12-06 07:30:00,179.0,16.17,Normal,28.0,24.17,79.98,0.0,0.0,219.81,5.62,13.32,1011.47,71.0
10,2023-12-06 08:00:00,179.0,14.01,Normal,29.02,23.97,74.25,0.0,0.0,176.82,6.49,16.56,1011.77,100.0
11,2023-12-06 08:30:00,179.0,10.69,Normal,29.55,23.85,71.54,0.0,0.0,176.82,6.49,16.56,1011.97,100.0
12,2023-12-06 09:00:00,179.0,11.85,Normal,30.07,23.72,68.84,0.2,0.0,45.0,1.53,16.56,1012.17,100.0
13,2023-12-06 09:30:00,179.0,8.18,Normal,30.3,23.92,68.78,0.2,0.0,45.0,1.53,16.56,1012.02,100.0
14,2023-12-06 10:00:00,179.0,5.34,Normal,30.52,24.12,68.72,0.0,0.0,21.8,5.82,20.16,1011.87,98.0
