,timestamps,id_pintu_air,tinggi_air,status,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco
0,2025-11-16 19:00:00,195.0,224.32,Bahaya,27.9,22.35,71.85,0.0,0.0,259.88,10.24,19.08,1007.53,100.0
1,2025-11-16 19:30:00,195.0,20.0,Normal,27.6,22.42,73.47,0.0,0.0,259.88,10.24,19.08,1008.07,100.0
2,2025-11-16 20:00:00,195.0,20.0,Normal,27.3,22.5,75.09,0.0,0.0,259.56,6.96,21.6,1008.62,100.0
3,2025-11-16 20:30:00,195.0,20.0,Normal,27.05,22.65,76.92,0.0,0.0,259.56,6.96,21.6,1008.77,100.0
4,2025-11-16 21:00:00,195.0,19.0,Normal,26.8,22.8,78.75,0.0,0.0,242.7,6.28,15.12,1008.91,100.0
5,2025-11-16 21:30:00,195.0,19.0,Normal,26.5,23.02,81.3,0.0,0.0,242.7,6.28,15.12,1009.01,100.0
6,2025-11-16 22:00:00,195.0,19.0,Normal,26.2,23.25,83.84,0.0,0.0,201.8,3.88,12.96,1009.11,100.0
7,2025-11-16 22:30:00,195.0,19.0,Normal,25.95,23.35,85.62,0.0,0.0,201.8,3.88,12.96,1008.86,100.0
8,2025-11-16 23:00:00,195.0,19.0,Normal,25.7,23.45,87.41,0.0,0.0,186.71,3.08,8.28,1008.61,100.0
9,2025-11-16 23:30:00,195.0,19.0,Normal,25.78,23.45,87.02,0.0,0.0,186.71,3.08,8.28,1008.51,100.0
10,2025-11-17 00:00:00,195.0,19.0,Normal,25.85,23.45,86.63,0.0,0.0,250.82,4.38,7.56,1008.41,100.0
11,2025-11-17 00:30:00,195.0,19.0,Normal,25.98,23.45,86.0,0.0,0.0,250.82,4.38,7.56,1007.96,100.0
12,2025-11-17 01:00:00,195.0,19.0,Normal,26.1,23.45,85.36,0.0,0.0,270.99,10.44,15.48,1007.51,100.0
13,2025-11-17 01:30:00,195.0,18.34,Normal,26.0,23.45,85.87,0.0,0.0,270.99,10.44,15.48,1007.26,100.0
14,2025-11-17 02:00:00,195.0,18.0,Normal,25.9,23.45,86.38,0.3,0.0,271.02,10.08,22.32,1007.01,100.0
15,2025-11-17 02:30:00,195.0,18.0,Normal,25.72,23.45,87.28,0.3,0.0,271.02,10.08,22.32,1006.91,100.0
16,2025-11-17 03:00:00,195.0,18.0,Normal,25.55,23.45,88.19,0.0,0.0,266.7,9.38,21.96,1006.81,98.0
17,2025-11-17 03:30:00,195.0,18.0,Normal,25.5,23.42,88.32,0.0,0.0,266.7,9.38,21.96,1006.96,98.0
