,timestamps,id_pintu_air,tinggi_air,status,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco
0,2025-11-16 17:00:00,192.0,102.0,Normal,28.15,23.85,77.53,0.0,0.0,282.99,9.61,20.88,999.29,99.0
1,2025-11-16 17:30:00,192.0,102.0,Normal,27.52,23.82,80.35,0.0,0.0,282.99,9.61,20.88,999.67,99.0
2,2025-11-16 18:00:00,192.0,102.0,Normal,26.9,23.8,83.16,0.0,0.0,297.6,8.94,18.0,1000.04,95.0
3,2025-11-16 18:30:00,192.0,102.0,Normal,26.52,24.02,86.23,0.0,0.0,297.6,8.94,18.0,1000.38,95.0
4,2025-11-16 19:00:00,192.0,102.0,Normal,26.15,24.25,89.3,0.0,0.0,159.44,1.54,16.56,1000.71,100.0
5,2025-11-16 19:30:00,192.0,102.0,Normal,26.25,24.18,88.39,0.0,0.0,159.44,1.54,16.56,1001.26,100.0
6,2025-11-16 20:00:00,192.0,102.0,Normal,26.35,24.1,87.47,0.0,0.0,225.0,0.51,2.16,1001.81,100.0
7,2025-11-16 20:30:00,192.0,102.0,Normal,26.22,23.98,87.45,0.0,0.0,225.0,0.51,2.16,1002.05,100.0
8,2025-11-16 21:00:00,192.0,102.0,Normal,26.1,23.85,87.44,0.0,0.0,288.44,0.57,1.08,1002.3,100.0
9,2025-11-16 21:30:00,192.0,102.0,Normal,25.88,23.82,88.49,0.0,0.0,288.44,0.57,1.08,1002.29,100.0
10,2025-11-16 22:00:00,192.0,102.0,Normal,25.65,23.8,89.54,0.0,0.0,74.05,1.31,1.8,1002.28,100.0
11,2025-11-16 22:30:00,192.0,102.0,Normal,25.4,23.7,90.33,0.0,0.0,74.05,1.31,1.8,1002.03,100.0
12,2025-11-16 23:00:00,192.0,102.0,Normal,25.15,23.6,91.13,0.0,0.0,49.4,1.66,2.52,1001.77,100.0
13,2025-11-16 23:30:00,192.0,102.0,Normal,25.12,23.53,90.86,0.0,0.0,49.4,1.66,2.52,1001.67,100.0
14,2025-11-17 00:00:00,192.0,102.0,Normal,25.1,23.45,90.58,0.0,0.0,39.81,1.41,2.52,1001.57,100.0
15,2025-11-17 00:30:00,192.0,102.0,Normal,25.2,23.12,88.32,0.0,0.0,39.81,1.41,2.52,1001.13,100.0
16,2025-11-17 01:00:00,192.0,102.0,Normal,25.3,22.8,86.06,0.0,0.0,270.0,10.98,6.12,1000.69,100.0
17,2025-11-17 01:30:00,192.0,102.0,Normal,25.08,22.75,86.96,0.0,0.0,270.0,10.98,6.12,1000.43,100.0
18,2025-11-17 02:00:00,192.0,102.0,Normal,24.85,22.7,87.86,0.0,0.0,265.6,11.73,21.6,1000.18,100.0
19,2025-11-17 02:30:00,192.0,102.0,Normal,24.68,22.65,88.52,0.0,0.0,265.6,11.73,21.6,1000.07,100.0
20,2025-11-17 03:00:00,192.0,102.0,Normal,24.5,22.6,89.18,0.0,0.0,269.1,11.52,21.6,999.97,99.0
21,2025-11-17 03:30:00,192.0,102.0,Normal,24.42,22.58,89.45,0.0,0.0,269.1,11.52,21.6,1000.07,99.0
22,2025-11-17 04:00:00,192.0,102.0,Normal,24.35,22.55,89.71,0.0,0.0,268.12,10.99,20.88,1000.16,100.0
23,2025-11-17 04:30:00,192.0,102.0,Normal,24.28,22.6,90.39,0.0,0.0,268.12,10.99,20.88,1000.26,100.0
24,2025-11-17 05:00:00,192.0,102.0,Normal,24.2,22.65,91.07,0.0,0.0,273.63,11.36,20.88,1000.36,100.0
25,2025-11-17 05:30:00,192.0,102.0,Normal,24.25,22.72,91.21,0.0,0.0,273.63,11.36,20.88,1000.51,100.0
26,2025-11-17 06:00:00,192.0,102.0,Normal,24.3,22.8,91.36,0.0,0.0,268.99,10.26,21.24,1000.66,100.0
27,2025-11-17 06:30:00,192.0,102.0,Normal,24.85,23.0,89.5,0.0,0.0,268.99,10.26,21.24,1001.02,100.0
28,2025-11-17 07:00:00,192.0,102.0,Normal,25.4,23.2,87.65,0.0,0.0,260.43,15.15,18.72,1001.38,100.0
29,2025-11-17 07:30:00,192.0,102.0,Normal,26.22,23.53,85.16,0.0,0.0,260.43,15.15,18.72,1001.66,100.0
30,2025-11-17 08:00:00,192.0,102.0,Normal,27.05,23.85,82.68,0.0,0.0,271.47,14.04,28.8,1001.93,100.0
31,2025-11-17 08:30:00,192.0,102.0,Normal,27.58,23.85,80.22,0.0,0.0,271.47,14.04,28.8,1001.9,100.0
32,2025-11-17 09:00:00,192.0,102.0,Normal,28.1,23.85,77.76,0.3,0.0,270.84,12.24,29.88,1001.86,100.0
33,2025-11-17 09:30:00,192.0,102.0,Normal,28.9,24.0,74.96,0.3,0.0,270.84,12.24,29.88,1001.69,100.0
34,2025-11-17 10:00:00,192.0,102.0,Normal,29.7,24.15,72.16,0.0,0.0,278.43,9.83,30.24,1001.52,100.0
35,2025-11-17 10:30:00,192.0,102.0,Normal,30.28,24.1,69.66,0.0,0.0,278.43,9.83,30.24,1001.14,100.0
36,2025-11-17 11:00:00,192.0,102.0,Normal,30.85,24.05,67.15,0.3,0.0,272.25,9.19,29.88,1000.76,100.0
37,2025-11-17 11:30:00,192.0,102.0,Normal,31.05,24.0,66.2,0.3,0.0,272.25,9.19,29.88,1000.22,100.0
38,2025-11-17 12:00:00,192.0,102.0,Normal,31.25,23.95,65.25,0.2,0.0,277.72,10.72,32.04,999.68,100.0
39,2025-11-17 12:30:00,192.0,102.0,Normal,31.22,23.5,63.61,0.2,0.0,277.72,10.72,32.04,999.38,100.0
40,2025-11-17 13:00:00,192.0,102.0,Normal,31.2,23.05,61.98,0.3,0.0,270.0,7.38,32.04,999.08,94.0
41,2025-11-17 13:30:00,192.0,102.0,Normal,30.12,23.35,67.34,0.3,0.0,270.0,7.38,32.04,998.9,94.0
42,2025-11-17 14:00:00,192.0,102.0,Normal,29.05,23.65,72.7,2.5,0.0,252.3,8.88,30.6,998.72,100.0
43,2025-11-17 14:30:00,192.0,102.0,Normal,29.02,23.4,71.73,2.5,0.0,252.3,8.88,30.6,998.42,100.0
44,2025-11-17 15:00:00,192.0,102.0,Normal,29.0,23.15,70.75,0.2,0.0,259.43,13.73,28.08,998.12,100.0
45,2025-11-17 15:30:00,192.0,102.0,Normal,28.82,22.95,70.61,0.2,0.0,259.43,13.73,28.08,998.07,100.0
46,2025-11-17 16:00:00,192.0,102.0,Normal,28.65,22.75,70.47,0.4,0.0,254.25,14.59,34.2,998.02,100.0
47,2025-11-17 16:30:00,192.0,102.0,Normal,28.45,22.98,72.29,0.4,0.0,254.25,14.59,34.2,998.16,100.0
48,2025-11-17 17:00:00,192.0,102.0,Normal,28.25,23.2,74.12,0.0,0.0,243.9,9.82,29.88,998.3,100.0
49,2025-11-17 17:30:00,192.0,102.0,Normal,27.65,23.18,76.69,0.0,0.0,243.9,9.82,29.88,998.78,100.0
50,2025-11-17 18:00:00,192.0,102.0,Normal,27.05,23.15,79.27,0.0,0.0,244.89,6.36,18.72,999.25,100.0
51,2025-11-17 18:30:00,192.0,102.0,Normal,26.68,23.1,80.81,0.0,0.0,244.89,6.36,18.72,999.69,100.0
52,2025-11-17 19:00:00,192.0,102.0,Normal,26.3,23.05,82.35,0.0,0.0,167.74,4.24,11.52,1000.12,100.0
53,2025-11-17 19:30:00,192.0,102.0,Normal,26.2,23.08,82.96,0.0,0.0,167.74,4.24,11.52,1000.27,100.0
54,2025-11-17 20:00:00,192.0,102.0,Normal,26.1,23.1,83.58,0.0,0.0,212.01,3.4,7.92,1000.41,100.0
55,2025-11-17 20:30:00,192.0,102.0,Normal,25.88,22.85,83.42,0.0,0.0,212.01,3.4,7.92,1000.8,100.0
56,2025-11-17 21:00:00,192.0,102.0,Normal,25.65,22.6,83.27,0.0,0.0,233.97,4.9,9.0,1001.19,100.0
57,2025-11-17 21:30:00,192.0,102.0,Normal,25.55,22.25,82.01,0.0,0.0,233.97,4.9,9.0,1001.34,100.0
58,2025-11-17 22:00:00,192.0,102.0,Normal,25.45,21.9,80.75,0.0,0.0,214.22,5.44,9.72,1001.48,100.0
59,2025-11-17 22:30:00,192.0,102.0,Normal,25.38,21.68,80.01,0.0,0.0,214.22,5.44,9.72,1001.18,100.0
60,2025-11-17 23:00:00,192.0,102.0,Normal,25.3,21.45,79.27,0.0,0.0,231.77,7.56,12.96,1000.88,100.0
61,2025-11-17 23:30:00,192.0,102.0,Normal,25.25,21.58,80.12,0.0,0.0,231.77,7.56,12.96,1000.54,100.0
62,2025-11-18 00:00:00,192.0,102.0,Normal,25.2,21.7,80.97,0.0,0.0,244.03,7.81,14.4,1000.19,100.0
63,2025-11-18 00:30:00,192.0,102.0,Normal,25.3,22.0,81.98,0.0,0.0,244.03,7.81,14.4,999.65,100.0
64,2025-11-18 01:00:00,192.0,102.0,Normal,25.4,22.3,82.99,0.0,0.0,247.38,4.68,14.04,999.1,100.0
65,2025-11-18 01:30:00,192.0,102.0,Normal,25.47,22.3,82.62,0.0,0.0,247.38,4.68,14.04,998.86,100.0
66,2025-11-18 02:00:00,192.0,102.0,Normal,25.55,22.3,82.26,0.0,0.0,281.98,6.07,9.72,998.61,100.0
67,2025-11-18 02:30:00,192.0,102.0,Normal,25.22,22.42,84.53,0.0,0.0,281.98,6.07,9.72,998.5,100.0
68,2025-11-18 03:00:00,192.0,102.0,Normal,24.9,22.55,86.81,0.0,0.0,271.97,5.22,12.24,998.4,100.0
69,2025-11-18 03:30:00,192.0,102.0,Normal,24.78,22.58,87.6,0.0,0.0,271.97,5.22,12.24,998.69,100.0
70,2025-11-18 04:00:00,192.0,102.0,Normal,24.65,22.6,88.38,0.0,0.0,311.42,4.08,8.64,998.98,100.0
71,2025-11-18 04:30:00,192.0,102.0,Normal,24.68,22.6,88.25,0.0,0.0,311.42,4.08,8.64,999.13,100.0
72,2025-11-18 05:00:00,192.0,102.0,Normal,24.7,22.6,88.12,0.0,0.0,295.64,4.99,8.64,999.28,100.0
73,2025-11-18 05:30:00,192.0,102.0,Normal,24.85,22.65,87.6,0.0,0.0,295.64,4.99,8.64,999.68,100.0
74,2025-11-18 06:00:00,192.0,102.0,Normal,25.0,22.7,87.08,0.1,0.0,290.85,4.04,8.28,1000.08,100.0
75,2025-11-18 06:30:00,192.0,102.0,Normal,24.45,22.53,89.07,0.1,0.0,290.85,4.04,8.28,1000.36,100.0
