,timestamps,id_pintu_air,tinggi_air,status,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco
0,2023-11-28 11:00:00,155.0,698.0,Bahaya,27.25,22.25,74.18,7.9,0.0,360.0,7.56,23.04,959.91,100.0
1,2023-11-28 11:30:00,155.0,707.81,Bahaya,27.0,22.5,76.46,7.9,0.0,360.0,7.56,23.04,959.58,100.0
2,2023-11-28 12:00:00,155.0,715.65,Bahaya,26.75,22.75,78.75,2.9,0.0,355.91,5.05,20.52,959.26,100.0
3,2023-11-28 12:30:00,155.0,700.58,Bahaya,27.02,23.27,79.99,2.9,0.0,355.91,5.05,20.52,958.78,100.0
4,2023-11-28 13:00:00,155.0,716.88,Bahaya,27.3,23.8,81.23,0.6,0.0,360.0,4.32,17.64,958.3,99.0
5,2023-11-28 13:30:00,155.0,699.48,Bahaya,26.87,23.47,81.67,0.6,0.0,360.0,4.32,17.64,958.0,99.0
6,2023-11-28 14:00:00,155.0,681.63,Bahaya,26.45,23.15,82.11,9.6,0.0,357.71,9.01,21.96,957.69,94.0
7,2023-11-28 14:30:00,155.0,657.28,Bahaya,25.85,22.72,82.92,9.6,0.0,357.71,9.01,21.96,957.64,94.0
8,2023-11-28 15:00:00,155.0,651.35,Bahaya,25.25,22.3,83.74,12.3,0.0,104.04,2.97,23.04,957.58,100.0
9,2023-11-28 15:30:00,155.0,660.28,Bahaya,25.5,22.35,82.76,12.3,0.0,104.04,2.97,23.04,957.34,100.0
10,2023-11-28 16:00:00,155.0,662.17,Bahaya,25.75,22.4,81.78,0.3,0.0,270.0,2.88,10.08,957.1,100.0
11,2023-11-28 16:30:00,155.0,667.9,Bahaya,25.37,22.37,83.52,0.3,0.0,270.0,2.88,10.08,957.27,100.0
12,2023-11-28 17:00:00,155.0,674.05,Bahaya,25.0,22.35,85.25,0.8,0.0,305.54,3.1,14.4,957.45,98.0
13,2023-11-28 17:30:00,155.0,678.87,Bahaya,24.75,22.67,88.31,0.8,0.0,305.54,3.1,14.4,957.59,98.0
14,2023-11-28 18:00:00,155.0,682.38,Bahaya,24.5,23.0,91.37,0.1,0.0,14.04,1.48,10.08,957.74,73.0
15,2023-11-28 18:30:00,155.0,685.4,Bahaya,24.35,22.77,90.94,0.1,0.0,14.04,1.48,10.08,958.14,73.0
16,2023-11-28 19:00:00,155.0,687.66,Bahaya,24.2,22.55,90.52,0.0,0.0,123.69,1.3,3.6,958.55,61.0
17,2023-11-28 19:30:00,155.0,689.22,Bahaya,23.82,22.57,92.75,0.0,0.0,123.69,1.3,3.6,958.58,61.0
18,2023-11-28 20:00:00,155.0,690.49,Bahaya,23.45,22.6,94.99,0.0,0.0,163.3,3.76,5.76,958.61,100.0
19,2023-11-28 20:30:00,155.0,691.49,Bahaya,23.5,22.52,94.27,0.0,0.0,163.3,3.76,5.76,958.76,100.0
20,2023-11-28 21:00:00,155.0,692.22,Bahaya,23.55,22.45,93.56,0.0,0.0,150.95,3.71,7.56,958.91,100.0
21,2023-11-28 21:30:00,155.0,693.05,Bahaya,23.27,22.4,94.85,0.0,0.0,150.95,3.71,7.56,959.05,100.0
22,2023-11-28 22:00:00,155.0,693.62,Bahaya,23.0,22.35,96.13,0.0,0.0,40.6,3.32,6.12,959.2,100.0
23,2023-11-28 22:30:00,155.0,694.35,Bahaya,23.12,22.52,96.43,0.0,0.0,40.6,3.32,6.12,959.26,100.0
24,2023-11-28 23:00:00,155.0,694.67,Bahaya,23.25,22.7,96.73,0.4,0.0,30.96,2.1,6.48,959.33,100.0
25,2023-11-28 23:30:00,155.0,695.22,Bahaya,23.02,22.37,96.13,0.4,0.0,30.96,2.1,6.48,959.15,100.0
26,2023-11-29 00:00:00,155.0,695.83,Bahaya,22.8,22.05,95.54,3.2,0.0,144.46,3.1,6.84,958.97,100.0
27,2023-11-29 00:30:00,155.0,696.43,Bahaya,22.87,21.92,94.39,3.2,0.0,144.46,3.1,6.84,958.61,100.0
28,2023-11-29 01:00:00,155.0,696.8,Bahaya,22.95,21.8,93.25,2.4,0.0,172.88,5.8,9.36,958.24,100.0
29,2023-11-29 01:30:00,155.0,696.97,Bahaya,22.87,21.67,92.96,2.4,0.0,172.88,5.8,9.36,957.94,100.0
30,2023-11-29 02:00:00,155.0,697.4,Bahaya,22.8,21.55,92.67,0.0,0.0,139.4,3.32,11.88,957.64,100.0
31,2023-11-29 02:30:00,155.0,697.5,Bahaya,22.85,21.52,92.25,0.0,0.0,139.4,3.32,11.88,957.65,100.0
32,2023-11-29 03:00:00,155.0,697.93,Bahaya,22.9,21.5,91.83,0.0,0.0,143.13,5.4,10.08,957.66,100.0
33,2023-11-29 03:30:00,155.0,698.03,Bahaya,22.77,21.45,92.25,0.0,0.0,143.13,5.4,10.08,957.59,100.0
34,2023-11-29 04:00:00,155.0,698.36,Bahaya,22.65,21.4,92.66,0.0,0.0,122.01,3.4,10.44,957.52,100.0
35,2023-11-29 04:30:00,155.0,698.72,Bahaya,22.35,21.25,93.51,0.0,0.0,122.01,3.4,10.44,957.62,100.0
36,2023-11-29 05:00:00,155.0,699.78,Bahaya,22.05,21.1,94.35,0.0,0.0,116.56,3.22,7.2,957.71,97.0
37,2023-11-29 05:30:00,155.0,703.57,Bahaya,22.57,21.25,92.26,0.0,0.0,116.56,3.22,7.2,957.94,97.0
38,2023-11-29 06:00:00,155.0,701.88,Bahaya,23.1,21.4,90.17,0.0,0.0,123.69,2.6,5.76,958.17,100.0
39,2023-11-29 06:30:00,155.0,696.19,Bahaya,24.02,22.02,88.62,0.0,0.0,123.69,2.6,5.76,958.66,100.0
40,2023-11-29 07:00:00,155.0,695.83,Bahaya,24.95,22.65,87.08,0.0,0.0,38.66,2.31,9.36,959.15,95.0
41,2023-11-29 07:30:00,155.0,704.83,Bahaya,25.57,23.05,85.97,0.0,0.0,38.66,2.31,9.36,959.63,95.0
42,2023-11-29 08:00:00,155.0,702.24,Bahaya,26.2,23.45,84.86,0.0,0.0,353.66,3.26,12.6,960.11,86.0
43,2023-11-29 08:30:00,155.0,698.57,Bahaya,26.75,23.37,81.84,0.0,0.0,353.66,3.26,12.6,960.21,86.0
44,2023-11-29 09:00:00,155.0,700.72,Bahaya,27.3,23.3,78.82,0.1,0.0,356.19,5.41,17.64,960.3,36.0
45,2023-11-29 09:30:00,155.0,700.07,Bahaya,27.92,23.15,75.39,0.1,0.0,356.19,5.41,17.64,960.07,36.0
46,2023-11-29 10:00:00,155.0,698.15,Bahaya,28.55,23.0,71.96,0.1,0.0,360.0,6.12,19.08,959.84,22.0
47,2023-11-29 10:30:00,155.0,695.21,Bahaya,29.02,22.97,69.93,0.1,0.0,360.0,6.12,19.08,959.63,22.0
48,2023-11-29 11:00:00,155.0,700.81,Bahaya,29.5,22.95,67.91,0.1,0.0,360.0,10.08,25.2,959.42,37.0
49,2023-11-29 11:30:00,155.0,699.9,Bahaya,29.02,22.9,69.61,0.1,0.0,360.0,10.08,25.2,959.16,37.0
50,2023-11-29 12:00:00,155.0,701.42,Bahaya,28.55,22.85,71.31,2.5,0.0,8.88,11.66,28.08,958.89,58.0
51,2023-11-29 12:30:00,155.0,705.02,Bahaya,28.82,23.02,70.93,2.5,0.0,8.88,11.66,28.08,958.55,58.0
52,2023-11-29 13:00:00,155.0,707.85,Bahaya,29.1,23.2,70.55,0.5,0.0,2.86,7.21,27.72,958.22,40.0
53,2023-11-29 13:30:00,155.0,707.01,Bahaya,28.95,23.12,70.85,0.5,0.0,2.86,7.21,27.72,957.86,40.0
54,2023-11-29 14:00:00,155.0,706.92,Bahaya,28.8,23.05,71.14,0.4,0.0,348.69,7.34,21.6,957.51,54.0
55,2023-11-29 14:30:00,155.0,702.04,Bahaya,28.52,23.15,72.74,0.4,0.0,348.69,7.34,21.6,957.27,54.0
56,2023-11-29 15:00:00,155.0,696.39,Bahaya,28.25,23.25,74.34,0.8,0.0,355.6,4.69,20.16,957.04,47.0
57,2023-11-29 15:30:00,155.0,701.27,Bahaya,27.4,22.82,76.17,0.8,0.0,355.6,4.69,20.16,957.13,47.0
58,2023-11-29 16:00:00,155.0,699.16,Bahaya,26.55,22.4,78.0,0.8,0.0,327.53,4.69,17.28,957.23,76.0
59,2023-11-29 16:30:00,155.0,707.2,Bahaya,26.05,22.57,81.27,0.8,0.0,327.53,4.69,17.28,957.43,76.0
60,2023-11-29 17:00:00,155.0,702.46,Bahaya,25.55,22.75,84.53,0.3,0.0,303.69,2.6,14.76,957.63,92.0
61,2023-11-29 17:30:00,155.0,702.46,Bahaya,24.85,22.87,88.92,0.3,0.0,303.69,2.6,14.76,958.04,92.0
62,2023-11-29 18:00:00,155.0,702.46,Bahaya,24.15,23.0,93.3,0.3,0.0,324.46,3.1,11.16,958.44,89.0
63,2023-11-29 18:30:00,155.0,702.46,Bahaya,23.97,23.12,95.02,0.3,0.0,324.46,3.1,11.16,958.74,89.0
64,2023-11-29 19:00:00,155.0,702.46,Bahaya,23.8,23.25,96.74,0.5,0.0,243.44,1.61,9.36,959.05,74.0
65,2023-11-29 19:30:00,155.0,702.46,Bahaya,24.02,23.2,95.17,0.5,0.0,243.44,1.61,9.36,959.13,74.0
66,2023-11-29 20:00:00,155.0,702.46,Bahaya,24.25,23.15,93.59,0.1,0.0,159.44,3.08,8.64,959.22,86.0
67,2023-11-29 20:30:00,155.0,702.46,Bahaya,24.35,23.37,94.31,0.1,0.0,159.44,3.08,8.64,959.57,86.0
68,2023-11-29 21:00:00,155.0,702.46,Bahaya,24.45,23.6,95.02,0.1,0.0,251.56,2.28,5.04,959.92,69.0
69,2023-11-29 21:30:00,155.0,702.46,Bahaya,24.42,23.3,93.47,0.1,0.0,251.56,2.28,5.04,960.05,69.0
70,2023-11-29 22:00:00,155.0,702.46,Bahaya,24.4,23.0,91.92,0.0,0.0,153.44,1.61,4.32,960.19,80.0
71,2023-11-29 22:30:00,155.0,702.46,Bahaya,24.3,22.9,91.91,0.0,0.0,153.44,1.61,4.32,959.99,80.0
72,2023-11-29 23:00:00,155.0,702.46,Bahaya,24.2,22.8,91.91,0.0,0.0,123.69,1.3,3.96,959.78,92.0
73,2023-11-29 23:30:00,155.0,702.46,Bahaya,23.85,22.87,94.32,0.0,0.0,123.69,1.3,3.96,959.62,92.0
74,2023-11-30 00:00:00,155.0,702.46,Bahaya,23.5,22.95,96.73,0.0,0.0,104.04,1.48,3.6,959.47,79.0
75,2023-11-30 00:30:00,155.0,702.46,Bahaya,23.42,22.87,96.73,0.0,0.0,104.04,1.48,3.6,959.17,79.0
76,2023-11-30 01:00:00,155.0,702.46,Bahaya,23.35,22.8,96.73,0.0,0.0,180.0,1.44,3.24,958.88,67.0
77,2023-11-30 01:30:00,155.0,702.46,Bahaya,23.25,22.65,96.43,0.0,0.0,180.0,1.44,3.24,958.57,67.0
78,2023-11-30 02:00:00,155.0,702.46,Bahaya,23.15,22.5,96.14,0.0,0.0,180.0,2.52,4.68,958.27,64.0
79,2023-11-30 02:30:00,155.0,702.46,Bahaya,23.1,22.35,95.55,0.0,0.0,180.0,2.52,4.68,958.07,64.0
80,2023-11-30 03:00:00,155.0,702.46,Bahaya,23.05,22.2,94.97,0.0,0.0,160.02,4.21,7.92,957.88,64.0
81,2023-11-30 03:30:00,155.0,702.46,Bahaya,22.77,21.97,95.25,0.0,0.0,160.02,4.21,7.92,957.83,64.0
82,2023-11-30 04:00:00,155.0,702.46,Bahaya,22.5,21.75,95.53,0.0,0.0,149.04,2.1,8.28,957.78,80.0
83,2023-11-30 04:30:00,155.0,702.46,Bahaya,22.52,21.67,94.95,0.0,0.0,149.04,2.1,8.28,958.12,80.0
84,2023-11-30 05:00:00,155.0,702.46,Bahaya,22.55,21.6,94.37,0.0,0.0,135.0,2.55,5.04,958.46,100.0
85,2023-11-30 05:30:00,155.0,702.46,Bahaya,22.95,21.77,93.11,0.0,0.0,135.0,2.55,5.04,958.86,100.0
86,2023-11-30 06:00:00,155.0,702.46,Bahaya,23.35,21.95,91.86,0.0,0.0,140.19,2.81,6.48,959.26,100.0
87,2023-11-30 06:30:00,155.0,702.46,Bahaya,24.05,22.2,89.46,0.0,0.0,140.19,2.81,6.48,959.66,100.0
88,2023-11-30 07:00:00,155.0,702.46,Bahaya,24.75,22.45,87.06,0.0,0.0,18.44,1.14,7.56,960.06,100.0
89,2023-11-30 07:30:00,155.0,702.46,Bahaya,24.75,22.52,87.46,0.0,0.0,18.44,1.14,7.56,960.35,100.0
90,2023-11-30 08:00:00,155.0,702.46,Bahaya,24.75,22.6,87.86,0.5,0.0,315.0,4.58,17.28,960.63,100.0
91,2023-11-30 08:30:00,155.0,690.0,Bahaya,25.2,22.75,86.33,0.5,0.0,315.0,4.58,17.28,960.85,100.0
92,2023-11-30 09:00:00,155.0,690.33,Bahaya,25.65,22.9,84.8,0.9,0.0,307.88,4.1,18.72,961.07,100.0
93,2023-11-30 09:30:00,155.0,690.5,Bahaya,25.97,22.9,83.2,0.9,0.0,307.88,4.1,18.72,961.07,100.0
94,2023-11-30 10:00:00,155.0,689.47,Bahaya,26.3,22.9,81.6,7.4,0.0,312.88,6.88,23.76,961.08,89.0
95,2023-11-30 10:30:00,155.0,697.72,Bahaya,26.32,23.3,83.49,7.4,0.0,312.88,6.88,23.76,960.89,89.0
96,2023-11-30 11:00:00,155.0,764.91,Bahaya,26.35,23.7,85.39,4.9,0.0,333.44,1.61,24.48,960.71,100.0
97,2023-11-30 11:30:00,155.0,784.57,Bahaya,27.0,23.87,83.09,4.9,0.0,333.44,1.61,24.48,960.1,100.0
98,2023-11-30 12:00:00,155.0,558.85,Normal,27.65,24.05,80.79,0.2,0.0,317.73,5.35,20.52,959.5,100.0
99,2023-11-30 12:30:00,155.0,10.19,Normal,27.8,24.25,81.05,0.2,0.0,317.73,5.35,20.52,959.29,100.0
100,2023-11-30 13:00:00,155.0,18.33,Normal,27.95,24.45,81.32,3.2,0.0,316.74,8.4,24.84,959.08,100.0
101,2023-11-30 13:30:00,155.0,19.0,Normal,27.07,23.85,82.58,3.2,0.0,316.74,8.4,24.84,958.55,100.0
102,2023-11-30 14:00:00,155.0,18.36,Normal,26.2,23.25,83.84,14.3,0.0,174.29,3.62,24.12,958.03,94.0
103,2023-11-30 14:30:00,155.0,15.04,Normal,26.3,23.02,82.24,14.3,0.0,174.29,3.62,24.12,957.71,94.0
104,2023-11-30 15:00:00,155.0,15.17,Normal,26.4,22.8,80.63,0.2,0.0,227.29,6.37,15.84,957.4,99.0
105,2023-11-30 15:30:00,155.0,16.06,Normal,26.62,22.87,79.93,0.2,0.0,227.29,6.37,15.84,957.34,99.0
